city_name;city_code;Indicator;unit;year;value
Ticino;CH07;Proportion of population aged 25-44 years;Percentage;2016;24.8
Ticino;CH07;Proportion of population aged 25-44 years;Percentage;2020;23.3
Ticino;CH07;Proportion of population aged 25-44 years;Percentage;2022;23.0
Ticino;CH07;Proportion of population aged 25-49 years;Percentage;2016;33.3
Ticino;CH07;Proportion of population aged 25-49 years;Percentage;2020;31.1
Ticino;CH07;Proportion of population aged 25-49 years;Percentage;2022;30.3
Ticino;CH07;Proportion of population aged 30-34 years;Percentage;2016;5.6
Ticino;CH07;Proportion of population aged 30-34 years;Percentage;2020;5.5
Ticino;CH07;Proportion of population aged 30-34 years;Percentage;2022;5.5
Ticino;CH07;Proportion of population aged 35-39 years;Percentage;2016;6.3
Ticino;CH07;Proportion of population aged 35-39 years;Percentage;2020;5.9
Ticino;CH07;Proportion of population aged 35-39 years;Percentage;2022;5.8
Ticino;CH07;Proportion of population aged 40-44 years;Percentage;2016;7.5
Ticino;CH07;Proportion of population aged 40-44 years;Percentage;2020;6.6
Ticino;CH07;Proportion of population aged 40-44 years;Percentage;2022;6.3
Ticino;CH07;Proportion of population aged 40-59 years;Percentage;2016;31.1
Ticino;CH07;Proportion of population aged 40-59 years;Percentage;2020;30.8
Ticino;CH07;Proportion of population aged 40-59 years;Percentage;2022;30.3
Ticino;CH07;Proportion of population aged 45-49 years;Percentage;2016;8.5
Ticino;CH07;Proportion of population aged 45-49 years;Percentage;2020;7.8
Ticino;CH07;Proportion of population aged 45-49 years;Percentage;2022;7.4
Ticino;CH07;Proportion of population aged 45-64 years;Percentage;2016;29.6
Ticino;CH07;Proportion of population aged 45-64 years;Percentage;2020;30.5
Ticino;CH07;Proportion of population aged 45-64 years;Percentage;2022;30.7
Ticino;CH07;Proportion of population aged 50-54 years;Percentage;2016;8.3
Ticino;CH07;Proportion of population aged 50-54 years;Percentage;2020;8.5
Ticino;CH07;Proportion of population aged 50-54 years;Percentage;2022;8.3
Ticino;CH07;Proportion of population aged 50-64 years;Percentage;2016;21.1
Ticino;CH07;Proportion of population aged 50-64 years;Percentage;2020;22.7
Ticino;CH07;Proportion of population aged 50-64 years;Percentage;2022;23.3
Ticino;CH07;Proportion of population aged 55-59 years;Percentage;2016;6.8
Ticino;CH07;Proportion of population aged 55-59 years;Percentage;2020;7.8
Ticino;CH07;Proportion of population aged 55-59 years;Percentage;2022;8.3
Ticino;CH07;Proportion of population aged 5-9 years;Percentage;2016;4.6
Ticino;CH07;Proportion of population aged 5-9 years;Percentage;2020;4.5
Ticino;CH07;Proportion of population aged 5-9 years;Percentage;2022;4.4
Ticino;CH07;Proportion of population aged 60-64 years;Percentage;2016;6.0
Ticino;CH07;Proportion of population aged 60-64 years;Percentage;2020;6.4
Ticino;CH07;Proportion of population aged 60-64 years;Percentage;2022;6.7
Ticino;CH07;Proportion of population aged 60-79 years;Percentage;2016;21.5
Ticino;CH07;Proportion of population aged 60-79 years;Percentage;2020;22.2
Ticino;CH07;Proportion of population aged 60-79 years;Percentage;2022;22.6
Ticino;CH07;Proportion of population aged 60 years and more;Percentage;2016;27.8
Ticino;CH07;Proportion of population aged 60 years and more;Percentage;2020;29.3
Ticino;CH07;Proportion of population aged 60 years and more;Percentage;2022;30.1
Ticino;CH07;Proportion of population aged 65-69 years;Percentage;2016;5.9
Ticino;CH07;Proportion of population aged 65-69 years;Percentage;2020;5.6
Ticino;CH07;Proportion of population aged 65-69 years;Percentage;2022;5.7
Ticino;CH07;Proportion of population aged 65-79 years;Percentage;2016;15.5
Ticino;CH07;Proportion of population aged 65-79 years;Percentage;2020;15.9
Ticino;CH07;Proportion of population aged 65-79 years;Percentage;2022;15.9
Ticino;CH07;Proportion of population aged 65 years and more;Percentage;2016;21.8
Ticino;CH07;Proportion of population aged 65 years and more;Percentage;2020;23.0
Ticino;CH07;Proportion of population aged 65 years and more;Percentage;2022;23.4
Ticino;CH07;Proportion of population aged 70-74 years;Percentage;2016;5.3
Ticino;CH07;Proportion of population aged 70-74 years;Percentage;2020;5.5
Ticino;CH07;Proportion of population aged 70-74 years;Percentage;2022;5.4
Ticino;CH07;Proportion of population aged 75-79 years;Percentage;2016;4.3
Ticino;CH07;Proportion of population aged 75-79 years;Percentage;2020;4.7
Ticino;CH07;Proportion of population aged 75-79 years;Percentage;2022;4.9
Ticino;CH07;Proportion of population aged 80-84 years;Percentage;2016;3.2
Ticino;CH07;Proportion of population aged 80-84 years;Percentage;2020;3.6
Ticino;CH07;Proportion of population aged 80-84 years;Percentage;2022;3.7
Ticino;CH07;Proportion of population aged 80 years and more;Percentage;2016;6.3
Ticino;CH07;Proportion of population aged 80 years and more;Percentage;2020;7.1
Ticino;CH07;Proportion of population aged 80 years and more;Percentage;2022;7.5
Ticino;CH07;Proportion of population aged 85 years and more;Percentage;2016;3.1
Ticino;CH07;Proportion of population aged 85 years and more;Percentage;2020;3.5
Ticino;CH07;Proportion of population aged 85 years and more;Percentage;2022;3.7
Ticino;CH07;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;20.8
Ticino;CH07;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;20.6
Ticino;CH07;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;20.2
Ticino;CH07;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;34.3
Ticino;CH07;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;34.1
Ticino;CH07;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;33.9
Ticino;CH07;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;30.9
Ticino;CH07;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;30.4
Ticino;CH07;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;30.1
Ticino;CH07;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;42.8
Cyprus;CY;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;46.1
Cyprus;CY;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;47.8
Cyprus;CY;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;48.3
Cyprus;CY;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;75.7
Cyprus;CY;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;77.1
Cyprus;CY;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;77.2
Cyprus;CY;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;60.4
Cyprus;CY;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;61.1
Cyprus;CY;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;60.8
Cyprus;CY;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;80.2
Cyprus;CY;Median age of population - females;Year;2016;38.1
Cyprus;CY;Median age of population - females;Year;2020;38.3
Cyprus;CY;Median age of population - females;Year;2022;39.1
Cyprus;CY;Median age of population;Year;2016;37.3
Cyprus;CY;Median age of population;Year;2020;37.8
Cyprus;CY;Median age of population;Year;2022;38.4
Cyprus;CY;Median age of population - males;Year;2016;36.4
Cyprus;CY;Median age of population - males;Year;2020;37.3
Cyprus;CY;Median age of population - males;Year;2022;37.6
Cyprus;CY;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;22.1
Cyprus;CY;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;24.1
Cyprus;CY;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;24.5
Cyprus;CY;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;36.1
Cyprus;CY;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;38.8
Cyprus;CY;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;39.4
Cyprus;CY;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;24.3
Cyprus;CY;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;26.3
Cyprus;CY;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;26.6
Cyprus;CY;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;29.8
Cyprus;CY;Women per 100 men;Percentage;2016;105.6
Cyprus;CY;Women per 100 men;Percentage;2020;104.4
Cyprus;CY;Women per 100 men;Percentage;2022;105.1
Cyprus;CY;Proportion of population aged 0-14 years;Percentage;2016;16.4
Cyprus;CY;Proportion of population aged 0-14 years;Percentage;2020;16.0
Cyprus;CY;Proportion of population aged 0-14 years;Percentage;2022;16.1
Cyprus;CY;Proportion of population aged 0-19 years;Percentage;2016;22.5
Cyprus;CY;Proportion of population aged 0-19 years;Percentage;2020;21.6
Cyprus;CY;Proportion of population aged 0-19 years;Percentage;2022;21.3
Cyprus;CY;Proportion of population aged 0-4 years;Percentage;2016;5.6
Cyprus;CY;Proportion of population aged 0-4 years;Percentage;2020;5.3
Cyprus;CY;Proportion of population aged 0-4 years;Percentage;2022;5.3
Cyprus;CY;Proportion of population aged 10-14 years;Percentage;2016;5.3
Cyprus;CY;Proportion of population aged 10-14 years;Percentage;2020;5.2
Cyprus;CY;Proportion of population aged 10-14 years;Percentage;2022;5.3
Cyprus;CY;Proportion of population aged 15-19 years;Percentage;2016;6.1
Cyprus;CY;Proportion of population aged 15-19 years;Percentage;2020;5.6
Cyprus;CY;Proportion of population aged 15-19 years;Percentage;2022;5.2
Cyprus;CY;Proportion of population aged 15-24 years;Percentage;2016;13.8
Cyprus;CY;Proportion of population aged 15-24 years;Percentage;2020;12.7
Cyprus;CY;Proportion of population aged 15-24 years;Percentage;2022;11.9
Cyprus;CY;Proportion of population aged 20-24 years;Percentage;2016;7.7
Cyprus;CY;Proportion of population aged 20-24 years;Percentage;2020;7.1
Cyprus;CY;Proportion of population aged 20-24 years;Percentage;2022;6.7
Cyprus;CY;Proportion of population aged 20-39 years;Percentage;2016;31.4
Cyprus;CY;Proportion of population aged 20-39 years;Percentage;2020;31.8
Cyprus;CY;Proportion of population aged 20-39 years;Percentage;2022;31.3
Cyprus;CY;Proportion of population aged 25-29 years;Percentage;2016;8.4
Cyprus;CY;Proportion of population aged 25-29 years;Percentage;2020;8.5
Cyprus;CY;Proportion of population aged 25-29 years;Percentage;2022;8.3
Cyprus;CY;Proportion of population aged 25-44 years;Percentage;2016;30.2
Cyprus;CY;Proportion of population aged 25-44 years;Percentage;2020;31.2
Cyprus;CY;Proportion of population aged 25-44 years;Percentage;2022;31.6
Cyprus;CY;Proportion of population aged 25-49 years;Percentage;2016;36.6
Cyprus;CY;Proportion of population aged 25-49 years;Percentage;2020;37.2
Cyprus;CY;Proportion of population aged 25-49 years;Percentage;2022;37.7
Cyprus;CY;Proportion of population aged 30-34 years;Percentage;2016;8.0
Cyprus;CY;Proportion of population aged 30-34 years;Percentage;2020;8.5
Cyprus;CY;Proportion of population aged 30-34 years;Percentage;2022;8.4
Cyprus;CY;Proportion of population aged 35-39 years;Percentage;2016;7.3
Cyprus;CY;Proportion of population aged 35-39 years;Percentage;2020;7.7
Cyprus;CY;Proportion of population aged 35-39 years;Percentage;2022;8.0
Cyprus;CY;Proportion of population aged 40-44 years;Percentage;2016;6.5
Cyprus;CY;Proportion of population aged 40-44 years;Percentage;2020;6.6
Cyprus;CY;Proportion of population aged 40-44 years;Percentage;2022;6.9
Cyprus;CY;Proportion of population aged 40-59 years;Percentage;2016;25.5
Cyprus;CY;Proportion of population aged 40-59 years;Percentage;2020;24.7
Cyprus;CY;Proportion of population aged 40-59 years;Percentage;2022;25.1
Cyprus;CY;Proportion of population aged 45-49 years;Percentage;2016;6.4
Cyprus;CY;Proportion of population aged 45-49 years;Percentage;2020;6.0
Cyprus;CY;Proportion of population aged 45-49 years;Percentage;2022;6.1
Cyprus;CY;Proportion of population aged 45-64 years;Percentage;2016;24.4
Cyprus;CY;Proportion of population aged 45-64 years;Percentage;2020;23.7
Cyprus;CY;Proportion of population aged 45-64 years;Percentage;2022;23.9
Cyprus;CY;Proportion of population aged 50-54 years;Percentage;2016;6.5
Cyprus;CY;Proportion of population aged 50-54 years;Percentage;2020;6.0
Cyprus;CY;Proportion of population aged 50-54 years;Percentage;2022;6.0
Cyprus;CY;Proportion of population aged 50-64 years;Percentage;2016;18.0
Cyprus;CY;Proportion of population aged 50-64 years;Percentage;2020;17.7
Cyprus;CY;Proportion of population aged 50-64 years;Percentage;2022;17.8
Cyprus;CY;Proportion of population aged 55-59 years;Percentage;2016;6.1
Cyprus;CY;Proportion of population aged 55-59 years;Percentage;2020;6.1
Cyprus;CY;Proportion of population aged 55-59 years;Percentage;2022;6.1
Cyprus;CY;Proportion of population aged 5-9 years;Percentage;2016;5.6
Cyprus;CY;Proportion of population aged 5-9 years;Percentage;2020;5.5
Cyprus;CY;Proportion of population aged 5-9 years;Percentage;2022;5.4
Cyprus;CY;Proportion of population aged 60-64 years;Percentage;2016;5.4
Cyprus;CY;Proportion of population aged 60-64 years;Percentage;2020;5.6
Cyprus;CY;Proportion of population aged 60-64 years;Percentage;2022;5.7
Cyprus;CY;Proportion of population aged 60-79 years;Percentage;2016;17.2
Cyprus;CY;Proportion of population aged 60-79 years;Percentage;2020;18.1
Cyprus;CY;Proportion of population aged 60-79 years;Percentage;2022;18.3
Cyprus;CY;Proportion of population aged 60 years and more;Percentage;2016;20.5
Cyprus;CY;Proportion of population aged 60 years and more;Percentage;2020;21.9
Cyprus;CY;Proportion of population aged 60 years and more;Percentage;2022;22.3
